Stone,"Stone County, Arkansas",Arkansas,7662,6294,6838,9022,9775,11358,12243,12512
Union,"Union County, Arkansas",Arkansas,49686,49518,45428,48573,46719,44646,41115,40633
Van Buren,"Van Buren County, Arkansas",Arkansas,9687,7228,8275,13357,14008,15916,17106,17002
Washington,"Washington County, Arkansas",Arkansas,49979,55797,77370,100494,113409,151655,195502,216432
White,"White County, Arkansas",Arkansas,38040,32745,39253,50835,54676,63608,73824,78660
Woodruff,"Woodruff County, Arkansas",Arkansas,18957,13954,11566,11222,9520,8599,7154,6983
Yell,"Yell County, Arkansas",Arkansas,14057,11940,14208,17026,17759,20706,21862,21835
Alameda,"Alameda County, California",California,740315,908209,1073184,1105379,1279182,1416006,1472829,1584983
Alpine,"Alpine County, California",California,241,397,484,1097,1113,1207,1151,1131
Amador,"Amador County, California",California,9151,9990,11821,19314,30039,30519,33540,36995
Butte,"Butte County, California",California,64930,82030,101969,143851,182120,197327,215058,222564
Calaveras,"Calaveras County, California",California,9902,10289,13585,20710,31998,40129,45085,44767
Colusa,"Colusa County, California",California,11651,12075,12430,12791,16275,18357,21194,21396
Contra Costa,"Contra Costa County, California",California,298984,409030,558389,656380,803732,937479,1038711,1096068
Del Norte,"Del Norte County, California",California,8078,17771,14580,18217,23460,23674,24792,27788
El Dorado,"El Dorado County, California",California,16207,29390,43833,85812,125995,155247,179415,182093
Fresno,"Fresno County, California",California,276515,365945,413053,514621,667490,781740,912927,956749
Glenn,"Glenn County, California",California,15448,17245,17521,21350,24798,26065,27806,28029
Humboldt,"Humboldt County, California",California,69241,104892,99692,108514,119118,122445,129609,135034
Imperial,"Imperial County, California",California,62975,72105,74492,92110,109303,131317,163844,178206
Inyo,"Inyo County, California",California,11658,11684,15571,17895,18281,17788,18113,18373
Kern,"Kern County, California",California,228309,291984,329162,403089,543477,631675,802874,865736
Kings,"Kings County, California",California,46768,49954,64610,73738,101469,109332,131402,150998
Lake,"Lake County, California",California,11481,13786,19548,36366,50631,57220,63580,64158
Lassen,"Lassen County, California",California,18474,13597,14960,21661,27598,24918,25116,32645
Los Angeles,"Los Angeles County, California",California,4151687,6038771,7032075,7477503,8863164,9344086,9646924,10038388
Madera,"Madera County, California",California,36964,40468,41519,63116,88090,115009,142241,153187
Marin,"Marin County, California",California,85619,146820,206038,222568,230096,235803,243365,258349
Mariposa,"Mariposa County, California",California,5145,5064,6015,11108,14302,15704,17526,17789
Mendocino,"Mendocino County, California",California,40854,51059,51101,66738,80345,84124,85797,87544
Merced,"Merced County, California",California,69780,90446,104629,134560,178403,207699,250897,263885
Modoc,"Modoc County, California",California,9678,8308,7469,8610,9678,9037,9329,9184
Mono,"Mono County, California",California,2115,2213,4016,8577,9956,12495,13980,14146
Monterey,"Monterey County, California",California,130498,198351,250071,290444,355660,380786,396355,428441
Napa,"Napa County, California",California,46603,65890,79140,99199,110765,119046,131566,140295
Nevada,"Nevada County, California",California,19888,20911,26346,51645,78510,91167,97589,98570
Orange,"Orange County, California",California,216224,703925,1420386,1932709,2410556,2803924,2970996,3116069
Placer,"Placer County, California",California,41649,56998,77306,117247,172796,245511,344625,366280
Plumas,"Plumas County, California",California,13519,11620,11707,17340,19739,20636,19730,18966
Riverside,"Riverside County, California",California,170046,306191,459074,663166,1170413,1511034,2153812,2298032
Sacramento,"Sacramento County, California",California,277140,502778,631498,783381,1041219,1198004,1395001,1465832
San Benito,"San Benito County, California",California,14370,15396,18226,25005,36697,52727,54980,57557
San Bernardino,"San Bernardino County, California",California,281642,503591,684072,895016,1418380,1664402,1995156,2094769
San Diego,"San Diego County, California",California,556808,1033011,1357854,1861846,2498016,2716820,2993347,3223096
San Francisco,"San Francisco County, California",California,775357,740316,715674,678974,723959,756976,780971,840763
San Joaquin,"San Joaquin County, California",California,200750,249989,290208,347342,480628,544827,670952,708554
San Luis Obispo,"San Luis Obispo County, California",California,51417,81044,105690,155435,217162,231110,252631,276517
San Mateo,"San Mateo County, California",California,235659,444387,556234,587329,649623,696711,709598,748731
Santa Barbara,"Santa Barbara County, California",California,98220,168962,264324,298694,369608,382730,406113,435850
Santa Clara,"Santa Clara County, California",California,290547,642315,1064714,1295071,1497577,1652871,1751292,1868149
Santa Cruz,"Santa Cruz County, California",California,66534,84219,123790,188141,229734,246574,251413,269278
Shasta,"Shasta County, California",California,36413,59468,77640,115715,147036,159897,174569,178942
Sierra,"Sierra County, California",California,2410,2247,2365,3073,3318,3519,3207,3021
Siskiyou,"Siskiyou County, California",California,30733,32885,33225,39732,43531,43611,44426,43895
Solano,"Solano County, California",California,104833,134597,169941,235203,340421,378568,400892,425753
Sonoma,"Sonoma County, California",California,103405,147375,204885,299681,388222,447512,473835,495078
Stanislaus,"Stanislaus County, California",California,127231,157294,194506,265900,370522,439508,508148,527367
Sutter,"Sutter County, California",California,26239,33380,41935,52246,64415,77547,93677,95247
Tehama,"Tehama County, California",California,19276,25305,29517,38888,49625,55034,62621,63152
Trinity,"Trinity County, California",California,5087,9706,7615,11858,13063,12780,13401,13373
Tulare,"Tulare County, California",California,149264,168403,188322,245738,311921,361980,437407,454033
Tuolumne,"Tuolumne County, California",California,12584,14404,22169,33928,48456,49665,50883,54079
Ventura,"Ventura County, California",California,114647,199138,376430,529174,669016,739985,812718,840833
Yolo,"Yolo County, California",California,40640,65727,91788,113374,141092,161145,194140,207320
Yuba,"Yuba County, California",California,24420,33859,44736,49733,58228,58885,70984,73437
Adams,"Adams County, Colorado",Colorado,40234,120296,185789,245944,265038,360443,437576,471206
Alamosa,"Alamosa County, Colorado",Colorado,10531,10000,11422,11799,13617,13971,14705,16269
Arapahoe,"Arapahoe County, Colorado",Colorado,52125,113426,162142,293621,391511,483120,567083,608310
Archuleta,"Archuleta County, Colorado",Colorado,3030,2629,2733,3664,5345,9814,11955,12174
Baca,"Baca County, Colorado",Colorado,7964,6310,5674,5419,4556,4432,3706,3701
Bent,"Bent County, Colorado",Colorado,8775,7419,6493,5945,5048,5072,4291,5895
Boulder,"Boulder County, Colorado",Colorado,48296,74254,131889,189625,225339,282775,285618,310032
Chaffee,"Chaffee County, Colorado",Colorado,7168,8298,10162,13227,12684,14879,16373,18309
Cheyenne,"Cheyenne County, Colorado",Colorado,3453,2789,2396,2153,2397,2201,1794,2002
Clear Creek,"Clear Creek County, Colorado",Colorado,3289,2793,4819,7308,7619,9280,9004,9136
Conejos,"Clear Creek County, Colorado",Colorado,10171,8428,7846,7794,7453,9280,9004,9136
Costilla,"Costilla County, Colorado",Colorado,6067,4219,3091,3071,3190,3663,3524,3581
Crowley,"Crowley County, Colorado",Colorado,5222,3978,3086,2988,3946,3522,3141,5551
Custer,"Custer County, Colorado",Colorado,1573,1305,1120,1528,1926,3487,4105,4303
Delta,"Delta County, Colorado",Colorado,17365,15602,15286,21225,20980,26918,30239,30214
Denver,"Denver County, Colorado",Colorado,415786,493887,514678,492365,467610,541917,584177,649654
Dolores,"Dolores County, Colorado",Colorado,1966,2196,1641,1658,1504,1844,2064,1862
Douglas,"Dolores County, Colorado",Colorado,3507,4816,8407,25153,60391,1844,2064,1862
Eagle,"Eagle County, Colorado",Colorado,4488,4677,7498,13320,21928,41306,52142,52576
Elbert,"Eagle County, Colorado",Colorado,4477,3708,3903,6850,9646,41306,52142,52576
El Paso,"El Paso County, Colorado",Colorado,74523,143742,235972,309424,397014,501533,603122,655024
Fremont,"Fremont County, Colorado",Colorado,18366,20196,21942,28676,32273,37002,38120,46809
Garfield,"Fremont County, Colorado",Colorado,11625,12017,14821,22514,29974,37002,38120,46809
Gilpin,"Gilpin County, Colorado",Colorado,850,685,1272,2441,3070,4733,5392,5605
Grand,"Grand County, Colorado",Colorado,3963,3557,4107,7475,7966,12049,14621,14411
Gunnison,"Gunnison County, Colorado",Colorado,5716,5477,7578,10689,10273,12981,14474,15651
Hinsdale,"Hinsdale County, Colorado",Colorado,263,208,202,408,467,790,787,874
Huerfano,"Huerfano County, Colorado",Colorado,10549,7867,6590,6440,6009,6943,6546,6502
Jackson,"Jackson County, Colorado",Colorado,1976,1758,1811,1863,1605,1567,1392,1335
Jefferson,"Jefferson County, Colorado",Colorado,55687,127520,233031,371753,438430,519326,527116,552344
Kiowa,"Kiowa County, Colorado",Colorado,3003,2425,2029,1936,1688,1598,1384,1463
Kit Carson,"Kit Carson County, Colorado",Colorado,8600,6957,7530,7599,7140,7480,7195,7980
Lake,"Lake County, Colorado",Colorado,6150,7101,8282,8830,6007,7713,7177,7362
La Plata,"La Plata County, Colorado",Colorado,14880,19225,19199,27424,32284,42116,49619,53182
Larimer,"Larimer County, Colorado",Colorado,43554,53343,89900,149184,186136,244374,291100,318227
Las Animas,"Las Animas County, Colorado",Colorado,25902,19983,15744,14897,13765,14816,14649,14503
Lincoln,"Lincoln County, Colorado",Colorado,5909,5310,4836,4663,4529,5031,4437,5478
Logan,"Logan County, Colorado",Colorado,17187,20302,18852,19800,17567,18516,18805,21928
Mesa,"Mesa County, Colorado",Colorado,38974,50715,54374,81530,93145,112971,143092,147834
Mineral,"Mineral County, Colorado",Colorado,698,424,786,804,558,830,712,733
Moffat,"Moffat County, Colorado",Colorado,5946,7061,6525,13133,11357,12873,13693,13117
Montezuma,"Montezuma County, Colorado",Colorado,9991,14024,12952,16510,18672,23392,25298,25700
Montrose,"Montrose County, Colorado",Colorado,15220,18286,18366,24352,24423,32882,40734,40815
Morgan,"Morgan County, Colorado",Colorado,18074,21192,20105,22513,21939,26687,27595,28359
Otero,"Otero County, Colorado",Colorado,25275,24128,23523,22567,20185,19743,18398,18572
Ouray,"Ouray County, Colorado",Colorado,2103,1601,1546,1925,2295,3724,4436,4580
Park,"Park County, Colorado",Colorado,1870,1822,2185,5333,7174,14453,16114,16189
Phillips,"Phillips County, Colorado",Colorado,4924,4440,4131,4542,4189,4391,4382,4371
Pitkin,"Pitkin County, Colorado",Colorado,1646,2381,6185,10338,12661,14544,17076,17420
Prowers,"Prowers County, Colorado",Colorado,14836,13296,13258,13070,13347,14183,12236,12235
Pueblo,"Pueblo County, Colorado",Colorado,90188,118707,118238,125972,123051,137337,154742,161519
Rio Blanco,"Rio Blanco County, Colorado",Colorado,4719,5150,4842,6255,5972,5754,6431,6712
Rio Grande,"Rio Grande County, Colorado",Colorado,12832,11160,10494,10511,10770,12162,11784,11745
Routt,"Routt County, Colorado",Colorado,8940,5900,6592,13404,14088,19433,23174,23606
Saguache,"Saguache County, Colorado",Colorado,5664,4473,3827,3935,4619,5881,6090,6238
San Juan,"San Juan County, Colorado",Colorado,1471,849,831,833,745,553,699,606
San Miguel,"San Miguel County, Colorado",Colorado,2693,2944,1949,3192,3653,6577,7350,7676
Sedgwick,"Sedgwick County, Colorado",Colorado,5095,4242,3405,3266,2690,2690,2344,2365
