H010001,NAME,state,county
142088,"Hendricks County, Indiana",18,063
46446,"Henry County, Indiana",18,065
81470,"Howard County, Indiana",18,067
35794,"Huntington County, Indiana",18,069
41781,"Jackson County, Indiana",18,071
489656,"Lake County, Indiana",18,089
21010,"Jay County, Indiana",18,075
30523,"Jefferson County, Indiana",18,077
28227,"Jennings County, Indiana",18,079
36804,"LaGrange County, Indiana",18,087
75790,"Kosciusko County, Indiana",18,085
137322,"Johnson County, Indiana",18,081
35795,"Knox County, Indiana",18,083
19316,"Taylor County, Florida",12,123
10757,"Union County, Florida",12,125
481784,"Volusia County, Florida",12,127
17810,"Appling County, Georgia",13,001
18345,"Brantley County, Georgia",13,025
8355,"Atkinson County, Georgia",13,003
52978,"Walton County, Florida",12,131
22202,"Washington County, Florida",12,133
100635,"Franklin County, Missouri",29,071
263932,"Greene County, Missouri",29,077
8281,"Daviess County, Missouri",29,061
7750,"Dade County, Missouri",29,057
16578,"Dallas County, Missouri",29,059
9332,"DeKalb County, Missouri",29,063
31281,"Dunklin County, Missouri",29,069
15455,"Dent County, Missouri",29,065
14972,"Gasconade County, Missouri",29,073
6561,"Gentry County, Missouri",29,075
13561,"Douglas County, Missouri",29,067
216750,"Jefferson County, Missouri",29,099
9911,"Grundy County, Missouri",29,079
8812,"Harrison County, Missouri",29,081
22039,"Henry County, Missouri",29,083
39792,"Howell County, Missouri",29,091
10354,"Iron County, Missouri",29,093
7618,"Chariton County, Missouri",29,041
9552,"Hickory County, Missouri",29,085
4811,"Holt County, Missouri",29,087
9430,"Howard County, Missouri",29,089
662939,"Jackson County, Missouri",29,095
114926,"Jasper County, Missouri",29,097
9429,"Lewis County, Missouri",29,111
48924,"Johnson County, Missouri",29,101
4044,"Knox County, Missouri",29,103
35226,"Laclede County, Missouri",29,105
32657,"Lafayette County, Missouri",29,107
38075,"Lawrence County, Missouri",29,109
12058,"Madison County, Missouri",29,123
51934,"Lincoln County, Missouri",29,113
12609,"Linn County, Missouri",29,115
13855,"Livingston County, Missouri",29,117
22926,"McDonald County, Missouri",29,119
15280,"Macon County, Missouri",29,121
11842,"Montgomery County, Missouri",29,139
24477,"Miller County, Missouri",29,131
3734,"Mercer County, Missouri",29,129
12484,"Mississippi County, Missouri",29,133
9109,"Maries County, Missouri",29,125
27413,"Marion County, Missouri",29,127
14291,"Moniteau County, Missouri",29,135
8712,"Monroe County, Missouri",29,137
13473,"Osage County, Missouri",29,151
20263,"Morgan County, Missouri",29,141
18624,"New Madrid County, Missouri",29,143
57234,"Newton County, Missouri",29,145
19759,"Nodaway County, Missouri",29,147
10760,"Oregon County, Missouri",29,149
9600,"Ozark County, Missouri",29,153
18094,"Pemiscot County, Missouri",29,155
18685,"Perry County, Missouri",29,157
41350,"Pettis County, Missouri",29,159
42155,"Phelps County, Missouri",29,161
16354,"Pike County, Missouri",29,163
88453,"Platte County, Missouri",29,165
106724,"Warren County, New Jersey",34,041
63861,"Chaves County, New Mexico",35,005
64826,"Salem County, New Jersey",34,033
319474,"Somerset County, New Jersey",34,035
147523,"Sussex County, New Jersey",34,037
529695,"Union County, New Jersey",34,039
3619,"Catron County, New Mexico",35,003
650619,"Bernalillo County, New Mexico",35,001
4116,"Guadalupe County, New Mexico",35,019
24682,"Cibola County, New Mexico",35,006
13342,"Colfax County, New Mexico",35,007
47335,"Curry County, New Mexico",35,009
2013,"De Baca County, New Mexico",35,011
204652,"Do?a Ana County, New Mexico",35,013
52834,"Eddy County, New Mexico",35,015
28924,"Grant County, New Mexico",35,017
4873,"Mora County, New Mexico",35,033
695,"Harding County, New Mexico",35,021
4830,"Hidalgo County, New Mexico",35,023
62670,"Lea County, New Mexico",35,025
20381,"Lincoln County, New Mexico",35,027
17856,"Los Alamos County, New Mexico",35,028
24544,"Luna County, New Mexico",35,029
61491,"Otero County, New Mexico",35,035
70712,"McKinley County, New Mexico",35,031
11723,"Sierra County, New Mexico",35,051
9019,"Quay County, New Mexico",35,037
39821,"Rio Arriba County, New Mexico",35,039
18763,"Roosevelt County, New Mexico",35,041
130800,"Sandoval County, New Mexico",35,043
128290,"San Juan County, New Mexico",35,045
28083,"San Miguel County, New Mexico",35,047
141557,"Santa Fe County, New Mexico",35,049
287180,"Albany County, New York",36,001
17283,"Socorro County, New Mexico",35,053
32467,"Taos County, New Mexico",35,055
15768,"Torrance County, New Mexico",35,057
3887,"Union County, New Mexico",35,059
75040,"Valencia County, New Mexico",35,061
77638,"Cattaraugus County, New York",36,009
75781,"Cayuga County, New York",36,011
890653,"Erie County, New York",36,029
190459,"Broome County, New York",36,007
44362,"Allegany County, New York",36,003
1338398,"Bronx County, New York",36,005
128391,"Chautauqua County, New York",36,013
83914,"Chemung County, New York",36,015
49681,"Chenango County, New York",36,017
74975,"Clinton County, New York",36,019
60960,"Columbia County, New York",36,021
45775,"Cortland County, New York",36,023
45545,"Delaware County, New York",36,025
277523,"Dutchess County, New York",36,027
36723,"Essex County, New York",36,031
45199,"Franklin County, New York",36,033
54057,"Fulton County, New York",36,035
24035,"Saline County, Illinois",17,165
4081,"Pope County, Illinois",17,151
6140,"Pulaski County, Illinois",17,153
6004,"Putnam County, Illinois",17,155
29178,"Randolph County, Illinois",17,157
15869,"Richland County, Illinois",17,159
143233,"Rock Island County, Illinois",17,161
265605,"St. Clair County, Illinois",17,163
193499,"Sangamon County, Illinois",17,167
7081,"Schuyler County, Illinois",17,169
46876,"Stephenson County, Illinois",17,177
132551,"Tazewell County, Illinois",17,179
22158,"Shelby County, Illinois",17,173
5902,"Stark County, Illinois",17,175
14274,"White County, Illinois",17,193
17242,"Union County, Illinois",17,181
5312,"Scott County, Illinois",17,171
78722,"Vermilion County, Illinois",17,183
11859,"Wabash County, Illinois",17,185
16591,"Warren County, Illinois",17,187
14470,"Washington County, Illinois",17,189
16684,"Wayne County, Illinois",17,191
57486,"Whiteside County, Illinois",17,195
669013,"Will County, Illinois",17,197
64487,"Williamson County, Illinois",17,199
290581,"Winnebago County, Illinois",17,201
37643,"Woodford County, Illinois",17,203
20049,"Carroll County, Indiana",18,015
75647,"Bartholomew County, Indiana",18,005
33966,"Adams County, Indiana",18,001
349222,"Allen County, Indiana",18,003
8762,"Benton County, Indiana",18,007
12603,"Blackford County, Indiana",18,009
56066,"Boone County, Indiana",18,011
15079,"Brown County, Indiana",18,013
193755,"Elkhart County, Indiana",18,039
37900,"Cass County, Indiana",18,017
108717,"Clark County, Indiana",18,019
26549,"Clay County, Indiana",18,021
32394,"Clinton County, Indiana",18,023
10651,"Crawford County, Indiana",18,025
31067,"Daviess County, Indiana",18,027
49517,"Dearborn County, Indiana",18,029
25363,"Decatur County, Indiana",18,031
41608,"DeKalb County, Indiana",18,033
108841,"Delaware County, Indiana",18,035
40996,"Dubois County, Indiana",18,037
20612,"Fulton County, Indiana",18,049
23910,"Fayette County, Indiana",18,041
73249,"Floyd County, Indiana",18,043
17068,"Fountain County, Indiana",18,045
32765,"Gibson County, Indiana",18,051
22900,"Franklin County, Indiana",18,047
29626,"Polk County, Missouri",29,167
9598,"St. Clair County, Missouri",29,185
65039,"Grant County, Indiana",18,053
