H010001,NAME,state,county
55922,"Washington County, Vermont",50,023
22458,"Iowa County, Wisconsin",55,049
3487,"Custer County, Colorado",08,027
4983,"Stewart County, Georgia",13,259
20028,"Spencer County, Indiana",18,147
247789,"Fayette County, Kentucky",21,067
60598,"Marquette County, Michigan",26,103
9746,"Lewis County, Missouri",29,111
100971,"Warren County, New Jersey",34,041
41832,"Brown County, Ohio",39,015
197556,"Washington County, Pennsylvania",42,125
3655,"Cochran County, Texas",48,079
43090,"Windham County, Vermont",50,025
6750,"Iron County, Wisconsin",55,051
43411,"Autauga County, Alabama",01,001
26918,"Delta County, Colorado",08,029
31688,"Sumter County, Georgia",13,261
23246,"Starke County, Indiana",18,149
13671,"Fleming County, Kentucky",21,069
27739,"Mason County, Michigan",26,105
38367,"Lincoln County, Missouri",29,113
546051,"Bernalillo County, New Mexico",35,001
321560,"Butler County, Ohio",39,017
45821,"Wayne County, Pennsylvania",42,127
3153,"Collingsworth County, Texas",48,087
56724,"Windsor County, Vermont",50,027
17637,"Jackson County, Wisconsin",55,053
138141,"Baldwin County, Alabama",01,003
541917,"Denver County, Colorado",08,031
6481,"Talbot County, Georgia",13,263
32290,"Steuben County, Indiana",18,151
41398,"Floyd County, Kentucky",21,071
37170,"Mecosta County, Michigan",26,107
13515,"Linn County, Missouri",29,115
3533,"Catron County, New Mexico",35,003
28470,"Carroll County, Ohio",39,019
361497,"Westmoreland County, Pennsylvania",42,129
3571,"Coke County, Texas",48,081
37441,"Accomack County, Virginia",51,001
71995,"Jefferson County, Wisconsin",55,055
21134,"Butler County, Alabama",01,013
501533,"El Paso County, Colorado",08,041
10762,"Terrell County, Georgia",13,273
16376,"Tipton County, Indiana",18,159
22205,"Grant County, Kentucky",21,081
58549,"Montcalm County, Michigan",26,117
8818,"Maries County, Missouri",29,125
2169,"De Baca County, New Mexico",35,011
108311,"Columbiana County, Ohio",39,029
82961,"Newport County, Rhode Island",44,005
13684,"Comanche County, Texas",48,093
13570,"Appomattox County, Virginia",51,011
15983,"Lafayette County, Wisconsin",55,065
36065,"Chambers County, Alabama",01,017
42942,"Garfield County, Colorado",08,045
36898,"Tift County, Georgia",13,277
16482,"Vermillion County, Indiana",18,165
23729,"Grayson County, Kentucky",21,085
164141,"Muskegon County, Michigan",26,121
3697,"Mercer County, Missouri",29,129
50908,"Eddy County, New Mexico",35,015
46357,"Crawford County, Ohio",39,033
118301,"Washington County, Rhode Island",44,009
35521,"Cooke County, Texas",48,097
63616,"Augusta County, Virginia",51,015
28788,"Lincoln County, Wisconsin",55,069
23628,"Cherokee County, Alabama",01,019
4733,"Gilpin County, Colorado",08,047
25593,"Toombs County, Georgia",13,279
97666,"Vigo County, Indiana",18,167
11357,"Green County, Kentucky",21,087
47193,"Newaygo County, Michigan",26,123
23168,"Miller County, Missouri",29,131
30398,"Grant County, New Mexico",35,017
1363800,"Cuyahoga County, Ohio",39,035
25457,"Abbeville County, South Carolina",45,001
58046,"Coryell County, Texas",48,099
4814,"Bath County, Virginia",51,017
81449,"Manitowoc County, Wisconsin",55,071
39242,"Chilton County, Alabama",01,021
12049,"Grand County, Colorado",08,049
8812,"Towns County, Georgia",13,281
32995,"Wabash County, Indiana",18,169
36444,"Greenup County, Kentucky",21,089
1180408,"Oakland County, Michigan",26,125
13157,"Mississippi County, Missouri",29,133
4155,"Guadalupe County, New Mexico",35,019
52355,"Darke County, Ohio",39,037
140479,"Aiken County, South Carolina",45,003
1867,"Cottle County, Texas",48,101
59995,"Bedford County, Virginia",51,019
124091,"Marathon County, Wisconsin",55,073
27480,"Clarke County, Alabama",01,025
790,"Hinsdale County, Colorado",08,053
57262,"Troup County, Georgia",13,285
51700,"Warrick County, Indiana",18,173
90251,"Hardin County, Kentucky",21,093
21341,"Ogemaw County, Michigan",26,129
9125,"Monroe County, Missouri",29,137
5847,"Hidalgo County, New Mexico",35,023
107262,"Delaware County, Ohio",39,041
163064,"Anderson County, South Carolina",45,007
4044,"Crockett County, Texas",48,105
29968,"Botetourt County, Virginia",51,023
14397,"Marquette County, Wisconsin",55,077
13988,"Clay County, Alabama",01,027
6943,"Huerfano County, Colorado",08,055
9343,"Turner County, Georgia",13,287
26889,"Washington County, Indiana",18,175
32825,"Harlan County, Kentucky",21,095
7641,"Ontonagon County, Michigan",26,131
11813,"Montgomery County, Missouri",29,139
53711,"Lea County, New Mexico",35,025
77683,"Erie County, Ohio",39,043
15593,"Bamberg County, South Carolina",45,009
6980,"Crosby County, Texas",48,107
15518,"Brunswick County, Virginia",51,025
4510,"Menominee County, Wisconsin",55,078
14010,"Cleburne County, Alabama",01,029
1567,"Jackson County, Colorado",08,057
10450,"Twiggs County, Georgia",13,289
68852,"Wayne County, Indiana",18,177
17747,"Harrison County, Kentucky",21,097
22837,"Osceola County, Michigan",26,133
19022,"Morgan County, Missouri",29,141
19192,"Lincoln County, New Mexico",35,027
120168,"Fairfield County, Ohio",39,045
23201,"Barnwell County, South Carolina",45,011
2966,"Culberson County, Texas",48,109
25773,"Buchanan County, Virginia",51,027
916054,"Milwaukee County, Wisconsin",55,079
11810,"Coosa County, Alabama",01,037
7713,"Lake County, Colorado",08,065
60145,"Walton County, Georgia",13,297
8046,"Adair County, Iowa",19,001
5111,"Hickman County, Kentucky",21,105
14190,"Presque Isle County, Michigan",26,141
10234,"Oregon County, Missouri",29,149
5124,"Mora County, New Mexico",35,033
30124,"Gallia County, Ohio",39,053
298571,"Charleston County, South Carolina",45,019
18307,"Deaf Smith County, Texas",48,117
28736,"Carroll County, Virginia",51,035
35868,"Oneida County, Wisconsin",55,085
8599,"Woodruff County, Arkansas",05,147
19654,"Fannin County, Georgia",13,111
9218,"Benton County, Indiana",18,007
10219,"Nemaha County, Kansas",20,131
40054,"Queen Anne's County, Maryland",24,035
16051,"Smith County, Mississippi",28,129
3146,"Perkins County, Nebraska",31,135
28290,"Transylvania County, North Carolina",37,175
643798,"Multnomah County, Oregon",41,051
10972,"Meigs County, Tennessee",47,121
11789,"Terry County, Texas",48,445
10260,"Clay County, West Virginia",54,015
119046,"Napa County, California",06,055
7933,"Johnson County, Georgia",13,167
54933,"Hancock County, Indiana",18,059
5403,"Stevens County, Kansas",20,189
56320,"Barry County, Michigan",26,015
39939,"Butler County, Missouri",29,023
41023,"Douglas County, Nevada",32,005
1809,"Golden Valley County, North Dakota",38,033
60393,"Columbia County, Pennsylvania",42,037
14675,"Wayne County, Tennessee",47,181
17541,"Young County, Texas",48,503
7258,"Pleasants County, West Virginia",54,073
91167,"Nevada County, California",06,057
23287,"Jones County, Georgia",13,169
33965,"Harrison County, Indiana",18,061
25538,"Sumner County, Kansas",20,191
108384,"Bay County, Michigan",26,017
8850,"Caldwell County, Missouri",29,025
44497,"Elko County, Nevada",32,007
61704,"Grand Forks County, North Dakota",38,035
86664,"Crawford County, Pennsylvania",42,039
32396,"Weakley County, Tennessee",47,183
12157,"Zapata County, Texas",48,505
8833,"Pocahontas County, West Virginia",54,075
756976,"San Francisco County, California",06,075
20899,"McDuffie County, Georgia",13,189
27024,"Jennings County, Indiana",18,079
156290,"Wyandotte County, Kansas",20,209
30751,"Clare County, Michigan",26,035
53682,"Christian County, Missouri",29,043
3395,"Storey County, Nevada",32,029
5676,"McKenzie County, North Dakota",38,053
126284,"Franklin County, Pennsylvania",42,055
2071,"Armstrong County, Texas",48,011
10767,"Emery County, Utah",49,015
7187,"Tucker County, West Virginia",54,093
544827,"San Joaquin County, California",06,077
10683,"McIntosh County, Georgia",13,191
111606,"Johnson County, Indiana",18,081
16492,"Adair County, Kentucky",21,001
63948,"Clinton County, Michigan",26,037
7294,"Clark County, Missouri",29,045
334076,"Washoe County, Nevada",32,031
9143,"McLean County, North Dakota",38,055
14159,"Fulton County, Pennsylvania",42,057
38273,"Atascosa County, Texas",48,013
4607,"Garfield County, Utah",49,017
9485,"Tyler County, West Virginia",54,095
231110,"San Luis Obispo County, California",06,079
13091,"Macon County, Georgia",13,193
36760,"Knox County, Indiana",18,083
17595,"Allen County, Kentucky",21,003
13806,"Crawford County, Michigan",26,039
181086,"Clay County, Missouri",29,047
7940,"White Pine County, Nevada",32,033
8523,"Mercer County, North Dakota",38,057
40903,"Huntingdon County, Pennsylvania",42,061
23314,"Austin County, Texas",48,015
8379,"Grand County, Utah",49,019
22023,"Upshur County, West Virginia",54,097
382730,"Santa Barbara County, California",06,083
7059,"Marion County, Georgia",13,197
34704,"LaGrange County, Indiana",18,087
8126,"Ballard County, Kentucky",21,007
27005,"Dickinson County, Michigan",26,043
65653,"Cole County, Missouri",29,051
55112,"Belknap County, New Hampshire",33,001
6467,"Mountrail County, North Dakota",38,061
45003,"Jefferson County, Pennsylvania",42,065
17464,"Bandera County, Texas",48,019
8137,"Juab County, Utah",49,023
9659,"Webster County, West Virginia",54,101
1652871,"Santa Clara County, California",06,085
22105,"Meriwether County, Georgia",13,199
478916,"Lake County, Indiana",18,089
37399,"Barren County, Kentucky",21,009
101921,"Eaton County, Michigan",26,045
14599,"Cooper County, Missouri",29,053
43097,"Carroll County, New Hampshire",33,003
3555,"Nelson County, North Dakota",38,063
22334,"Juniata County, Pennsylvania",42,067
55728,"Bastrop County, Texas",48,021
5979,"Kane County, Utah",49,025
17523,"Wetzel County, West Virginia",54,103
246574,"Santa Cruz County, California",06,087
6250,"Miller County, Georgia",13,201
103616,"LaPorte County, Indiana",18,091
10970,"Bath County, Kentucky",21,011
30725,"Emmet County, Michigan",26,047
22424,"Crawford County, Missouri",29,055
69795,"Cheshire County, New Hampshire",33,005
2064,"Oliver County, North Dakota",38,065
205460,"Lackawanna County, Pennsylvania",42,069
4044,"Baylor County, Texas",48,023
12253,"Millard County, Utah",49,027
5849,"Wirt County, West Virginia",54,105
84124,"Mendocino County, California",06,045
11343,"Jasper County, Georgia",13,159
20358,"Fulton County, Indiana",18,049
2769,"Sheridan County, Kansas",20,179
103748,"Allegan County, Michigan",26,005
16374,"Bates County, Missouri",29,013
886,"Wheeler County, Nebraska",31,183
2193,"Divide County, North Dakota",38,023
120981,"Centre County, Pennsylvania",42,027
17375,"Unicoi County, Tennessee",47,171
31890,"Wilson County, Texas",48,493
13116,"Monroe County, West Virginia",54,063
1416006,"Alameda County, California",06,001
86809,"Floyd County, Georgia",13,115
326269,"Allen County, Indiana",18,003
3375,"Ness County, Kansas",20,135
19843,"Somerset County, Maryland",24,039
29029,"Sunflower County, Mississippi",28,133
7726,"Pierce County, Nebraska",31,139
122011,"Union County, North Carolina",37,179
1934,"Sherman County, Oregon",41,055
5628,"Moore County, Tennessee",47,127
27466,"Titus County, Texas",48,449
45602,"Fayette County, West Virginia",54,019
40129,"Calaveras County, California",06,009
23290,"Gilmer County, Georgia",13,123
14818,"Brown County, Indiana",18,013
5972,"Ottawa County, Kansas",20,143
45862,"Worcester County, Maryland",24,047
18887,"Tishomingo County, Mississippi",28,141
9327,"Richardson County, Nebraska",31,147
13549,"Washington County, North Carolina",37,187
7117,"Wallowa County, Oregon",41,063
7490,"Perry County, Tennessee",47,135
19287,"Tyler County, Texas",48,457
19782,"Hampshire County, West Virginia",54,027
18357,"Colusa County, California",06,011
2452,"Glascock County, Georgia",13,125
19953,"Carroll County, Indiana",18,015
6329,"Pawnee County, Kansas",20,145
625401,"Baltimore city, Maryland",24,510
9117,"Tunica County, Mississippi",28,143
1726,"Rock County, Nebraska",31,149
37303,"Watauga County, North Carolina",37,189
23264,"Wasco County, Oregon",41,065
4875,"Pickett County, Tennessee",47,137
34842,"Upshur County, Texas",48,459
32316,"Hancock County, West Virginia",54,029
23674,"Del Norte County, California",06,015
43675,"Gordon County, Georgia",13,129
94894,"Clark County, Indiana",18,019
17927,"Pottawatomie County, Kansas",20,149
128821,"Berkshire County, Massachusetts",25,003
14978,"Walthall County, Mississippi",28,147
121294,"Sarpy County, Nebraska",31,153
64726,"Wilkes County, North Carolina",37,193
1516,"Wheeler County, Oregon",41,069
59768,"Putnam County, Tennessee",47,141
25307,"Uvalde County, Texas",48,463
67455,"Harrison County, West Virginia",54,033
21806,"Randolph County, Alabama",01,111
125311,"Tolland County, Connecticut",09,013
25070,"Elmore County, Idaho",16,039
12196,"Grundy County, Iowa",19,075
42298,"Oldham County, Kentucky",21,185
43027,"Goodhue County, Minnesota",27,049
30079,"Webster County, Missouri",29,225
103536,"Jefferson County, New York",36,045
33785,"Perry County, Ohio",39,127
2857,"Aurora County, South Dakota",46,003
3741,"Hall County, Texas",48,191
25442,"Louisa County, Virginia",51,109
6980,"Johnson County, Wyoming",56,019
62839,"St. Clair County, Alabama",01,115
123067,"Kent County, Delaware",10,001
11503,"Fremont County, Idaho",16,043
16232,"Hamilton County, Iowa",19,079
6710,"Nicholas County, Kentucky",21,181
1087984,"Hennepin County, Minnesota",27,053
17737,"Wright County, Missouri",29,229
26680,"Lewis County, New York",36,049
27211,"Pike County, Ohio",39,131
3526,"Bennett County, South Dakota",46,007
5283,"Hansford County, Texas",48,195
9138,"Mathews County, Virginia",51,115
14497,"Lincoln County, Wyoming",56,023
14545,"Sumter County, Alabama",01,119
482751,"New Castle County, Delaware",10,003
13952,"Gooding County, Idaho",16,047
17952,"Hardin County, Iowa",19,083
10437,"Owen County, Kentucky",21,187
18207,"Hubbard County, Minnesota",27,057
4325,"Broadwater County, Montana",30,007
64767,"Madison County, New York",36,053
41848,"Preble County, Ohio",39,135
25396,"Brookings County, South Dakota",46,011
47647,"Hardin County, Texas",48,199
9673,"Middlesex County, Virginia",51,119
2306,"Niobrara County, Wyoming",56,027
30033,"Juneau City and Borough, Alaska",02,110
272444,"Escambia County, Florida",12,033
5968,"Teton County, Idaho",16,081
9216,"Lucas County, Iowa",19,117
12486,"Trigg County, Kentucky",21,221
21322,"Martin County, Minnesota",27,091
13061,"Glacier County, Montana",30,035
279104,"Rockland County, New York",36,087
108303,"Wayne County, Ohio",39,169
4233,"Edmunds County, South Dakota",46,045
23560,"Hutchinson County, Texas",48,233
7057,"Richmond County, Virginia",51,159
19076,"Arroyo Municipio, Puerto Rico",72,015
13575,"Kodiak Island Borough, Alaska",02,150
42665,"Gadsden County, Florida",12,039
9830,"Washington County, Idaho",16,087
21757,"Mahaska County, Iowa",19,123
86963,"Warren County, Kentucky",21,227
31155,"Morrison County, Minnesota",27,097
16329,"Hill County, Montana",30,041
141893,"Schenectady County, New York",36,093
22463,"Wyandot County, Ohio",39,175
7615,"Grant County, South Dakota",46,051
7682,"Jack County, Texas",48,237
66162,"Rockingham County, Virginia",51,165
218710,"Bayam�n Municipio, Puerto Rico",72,021
7282,"North Slope Borough, Alaska",02,185
10826,"Hamilton County, Florida",12,047
41467,"Boone County, Illinois",17,007
13847,"Mills County, Iowa",19,129
34660,"Whitley County, Kentucky",21,235
20443,"Nobles County, Minnesota",27,105
54470,"Lewis and Clark County, Montana",30,049
97197,"Steuben County, New York",36,101
5761,"Beaver County, Oklahoma",40,007
3671,"Hand County, South Dakota",46,059
5237,"Jim Hogg County, Texas",48,247
31996,"Smyth County, Virginia",51,173
43223,"Can�vanas Municipio, Puerto Rico",72,029
21218,"Clark County, Arkansas",05,019
319484,"Sarasota County, Florida",12,115
53404,"Jackson County, Illinois",17,077
7983,"Anderson County, Kansas",20,003
12261,"Madison Parish, Louisiana",22,065
33853,"Adams County, Mississippi",28,001
819,"Banner County, Nebraska",31,007
53370,"Columbus County, North Carolina",37,047
10033,"Latimer County, Oklahoma",40,077
5798,"Walworth County, South Dakota",46,129
4661,"Martin County, Texas",48,317
10288,"Manassas Park city, Virginia",51,685
96939,"Mayag�ez Municipio, Puerto Rico",72,097
79365,"Craighead County, Arkansas",05,031
428606,"Volusia County, Florida",12,127
397616,"Kane County, Illinois",17,089
57472,"Butler County, Kansas",20,015
22426,"Pointe Coupee Parish, Louisiana",22,077
14821,"Calhoun County, Mississippi",28,013
39471,"Buffalo County, Nebraska",31,019
34459,"Davie County, North Carolina",37,059
33892,"McCurtain County, Oklahoma",40,089
11194,"Bledsoe County, Tennessee",47,007
114415,"Midland County, Texas",48,329
11468,"Poquoson city, Virginia",51,735
20123,"Patillas Municipio, Puerto Rico",72,109
22199,"Johnson County, Arkansas",05,071
21963,"Burke County, Georgia",13,033
12304,"Menard County, Illinois",17,129
39951,"Finney County, Kansas",20,055
42139,"Washington Parish, Louisiana",22,117
11111,"Humphreys County, Mississippi",28,053
6370,"Fillmore County, Nebraska",31,059
30369,"Jackson County, North Carolina",37,099
38482,"Sequoyah County, Oklahoma",40,135
28414,"Fayette County, Tennessee",47,047
9863,"Parmer County, Texas",48,369
32310,"Douglas County, Washington",53,017
27398,"Villalba Municipio, Puerto Rico",72,149
22005,"Logan County, Arkansas",05,083
52867,"Catoosa County, Georgia",13,047
50418,"Ogle County, Illinois",17,141
7838,"Grant County, Kansas",20,067
100125,"Androscoggin County, Maine",23,001
13858,"Jefferson Davis County, Mississippi",28,065
1845,"Garfield County, Nebraska",31,071
40757,"McDowell County, North Carolina",37,111
8900,"Tillman County, Oklahoma",40,141
61299,"Greene County, Tennessee",47,059
102546,"Randall County, Texas",48,381
70079,"Island County, Washington",53,029
26131,"Phillips County, Arkansas",05,107
40788,"Colquitt County, Georgia",13,071
25550,"Saline County, Illinois",17,165
3746,"Jewell County, Kansas",20,089
49993,"Somerset County, Maine",23,025
72615,"Madison County, Mississippi",28,089
8167,"Jefferson County, Nebraska",31,095
108284,"Orange County, North Carolina",37,135
61349,"Coos County, Oregon",41,011
7898,"Houston County, Tennessee",47,083
8679,"San Augustine County, Texas",48,405
679310,"Pierce County, Washington",53,053
11121,"Pike County, Arkansas",05,109
88597,"Columbia County, Georgia",13,073
185617,"Sangamon County, Illinois",17,167
4486,"Kearny County, Kansas",20,093
35758,"Waldo County, Maine",23,027
24665,"Marion County, Mississippi",28,091
4426,"Johnson County, Nebraska",31,097
12306,"Pamlico County, North Carolina",37,137
18909,"Crook County, Oregon",41,013
17696,"Humphreys County, Tennessee",47,085
22103,"San Jacinto County, Texas",48,407
13958,"San Juan County, Washington",53,055
25219,"Poinsett County, Arkansas",05,111
15531,"Cook County, Georgia",13,075
7084,"Schuyler County, Illinois",17,169
8475,"Kingman County, Kansas",20,095
33025,"Washington County, Maine",23,029
33294,"Marshall County, Mississippi",28,093
6620,"Kearney County, Nebraska",31,099
32463,"Pasquotank County, North Carolina",37,139
20860,"Curry County, Oregon",41,015
10848,"Jackson County, Tennessee",47,087
65583,"San Patricio County, Texas",48,409
101138,"Skagit County, Washington",53,057
26641,"St. Francis County, Arkansas",05,123
27539,"Decatur County, Georgia",13,087
17378,"Union County, Illinois",17,181
9439,"Linn County, Kansas",20,107
29319,"Caroline County, Maryland",24,011
38522,"Oktibbeha County, Mississippi",28,105
33962,"Lincoln County, Nebraska",31,111
129109,"Randolph County, North Carolina",37,151
19541,"Hood River County, Oregon",41,027
39559,"Lawrence County, Tennessee",47,099
3107,"Sherman County, Texas",48,421
3765,"Wahkiakum County, Washington",53,069
2803924,"Orange County, California",06,059
15082,"Lamar County, Georgia",13,171
100875,"Hendricks County, Indiana",18,063
7899,"Thomas County, Kansas",20,193
15734,"Benzie County, Michigan",26,019
36932,"Callaway County, Missouri",29,027
965,"Esmeralda County, Nevada",32,009
2752,"Grant County, North Dakota",38,037
199722,"Cumberland County, Pennsylvania",42,041
22797,"White County, Tennessee",47,185
11237,"Zavala County, Texas",48,507
28905,"Preston County, West Virginia",54,077
245511,"Placer County, California",06,061
43630,"Laurens County, Georgia",13,175
47816,"Henry County, Indiana",18,065
3210,"Trego County, Kansas",20,195
158086,"Berrien County, Michigan",26,021
36429,"Camden County, Missouri",29,029
15883,"Humboldt County, Nevada",32,013
2697,"Griggs County, North Dakota",38,039
245011,"Dauphin County, Pennsylvania",42,043
125647,"Williamson County, Tennessee",47,187
5803,"Beaver County, Utah",49,001
51288,"Putnam County, West Virginia",54,079
20636,"Plumas County, California",06,063
23959,"Lee County, Georgia",13,177
83807,"Howard County, Indiana",18,067
6773,"Wabaunsee County, Kansas",20,197
42661,"Branch County, Michigan",26,023
65287,"Cape Girardeau County, Missouri",29,031
5708,"Lander County, Nevada",32,015
2650,"Hettinger County, North Dakota",38,041
529123,"Delaware County, Pennsylvania",42,045
87661,"Wilson County, Tennessee",47,189
42374,"Box Elder County, Utah",49,003
75559,"Raleigh County, West Virginia",54,081
1511034,"Riverside County, California",06,065
56826,"Liberty County, Georgia",13,179
36640,"Huntington County, Indiana",18,069
1724,"Wallace County, Kansas",20,199
133853,"Calhoun County, Michigan",26,025
10091,"Carroll County, Missouri",29,033
3814,"Lincoln County, Nevada",32,017
2708,"Kidder County, North Dakota",38,043
34646,"Elk County, Pennsylvania",42,047
40481,"Anderson County, Texas",48,001
89202,"Cache County, Utah",49,005
26724,"Randolph County, West Virginia",54,083
1198004,"Sacramento County, California",06,067
8276,"Lincoln County, Georgia",13,181
40779,"Jackson County, Indiana",18,071
6279,"Washington County, Kansas",20,201
50360,"Cass County, Michigan",26,027
5856,"Carter County, Missouri",29,035
33992,"Lyon County, Nevada",32,019
4622,"LaMoure County, North Dakota",38,045
266890,"Erie County, Pennsylvania",42,049
12925,"Andrews County, Texas",48,003
19886,"Carbon County, Utah",49,007
10267,"Ritchie County, West Virginia",54,085
52727,"San Benito County, California",06,069
10304,"Long County, Georgia",13,183
29055,"Jasper County, Indiana",18,073
2506,"Wichita County, Kansas",20,203
25802,"Charlevoix County, Michigan",26,029
81126,"Cass County, Missouri",29,037
4962,"Mineral County, Nevada",32,021
2236,"Logan County, North Dakota",38,047
145633,"Fayette County, Pennsylvania",42,051
77423,"Angelina County, Texas",48,005
843,"Daggett County, Utah",49,009
15334,"Roane County, West Virginia",54,087
1664402,"San Bernardino County, California",06,071
85291,"Lowndes County, Georgia",13,185
21579,"Jay County, Indiana",18,075
10094,"Wilson County, Kansas",20,205
26087,"Cheboygan County, Michigan",26,031
13383,"Cedar County, Missouri",29,039
32254,"Nye County, Nevada",32,023
5924,"McHenry County, North Dakota",38,049
37405,"Greene County, Pennsylvania",42,059
22229,"Aransas County, Texas",48,007
235513,"Davis County, Utah",49,011
12842,"Summers County, West Virginia",54,089
2716820,"San Diego County, California",06,073
19664,"Lumpkin County, Georgia",13,187
29861,"Jefferson County, Indiana",18,077
3674,"Woodson County, Kansas",20,207
32577,"Chippewa County, Michigan",26,033
8242,"Chariton County, Missouri",29,041
5279,"Pershing County, Nevada",32,027
3216,"McIntosh County, North Dakota",38,051
4570,"Forest County, Pennsylvania",42,053
8799,"Archer County, Texas",48,009
14161,"Duchesne County, Utah",49,013
15626,"Taylor County, West Virginia",54,091
696711,"San Mateo County, California",06,081
25572,"Madison County, Georgia",13,195
72686,"Kosciusko County, Indiana",18,085
18970,"Anderson County, Kentucky",21,005
37951,"Delta County, Michigan",26,041
18549,"Clinton County, Missouri",29,049
49234,"Carson City, Nevada",32,510
24823,"Morton County, North Dakota",38,059
84325,"Indiana County, Pennsylvania",42,063
6534,"Bailey County, Texas",48,017
33086,"Iron County, Utah",49,021
42708,"Wayne County, West Virginia",54,099
3519,"Sierra County, California",06,091
21131,"Monroe County, Georgia",13,207
128032,"Madison County, Indiana",18,095
85403,"Boone County, Kentucky",21,015
25685,"Gladwin County, Michigan",26,051
15517,"Dallas County, Missouri",29,059
75355,"Grafton County, New Hampshire",33,009
4541,"Pierce County, North Dakota",38,069
91671,"Lawrence County, Pennsylvania",42,073
228837,"Bell County, Texas",48,027
1419,"Piute County, Utah",49,031
25589,"Wyoming County, West Virginia",54,109
43611,"Siskiyou County, California",06,093
7516,"Montgomery County, Georgia",13,209
841758,"Marion County, Indiana",18,097
19161,"Bourbon County, Kentucky",21,017
16353,"Gogebic County, Michigan",26,053
7960,"Daviess County, Missouri",29,061
373172,"Hillsborough County, New Hampshire",33,011
11624,"Ramsey County, North Dakota",38,071
115964,"Lebanon County, Pennsylvania",42,075
1358420,"Bexar County, Texas",48,029
1943,"Rich County, Utah",49,033
18397,"Adams County, Wisconsin",55,001
378568,"Solano County, California",06,095
15288,"Morgan County, Georgia",13,211
44447,"Marshall County, Indiana",18,099
47675,"Boyd County, Kentucky",21,019
75831,"Grand Traverse County, Michigan",26,055
8828,"DeKalb County, Missouri",29,063
129932,"Merrimack County, New Hampshire",33,013
5624,"Ransom County, North Dakota",38,073
301839,"Lehigh County, Pennsylvania",42,077
8265,"Blanco County, Texas",48,031
884007,"Salt Lake County, Utah",49,035
16071,"Ashland County, Wisconsin",55,003
447512,"Sonoma County, California",06,097
36302,"Murray County, Georgia",13,213
10261,"Martin County, Indiana",18,101
25171,"Boyle County, Kentucky",21,021
37228,"Gratiot County, Michigan",26,057
14658,"Dent County, Missouri",29,065
274950,"Rockingham County, New Hampshire",33,015
2553,"Renville County, North Dakota",38,075
306387,"Luzerne County, Pennsylvania",42,079
729,"Borden County, Texas",48,033
14159,"San Juan County, Utah",49,037
44271,"Barron County, Wisconsin",55,005
439508,"Stanislaus County, California",06,099
177184,"Muscogee County, Georgia",13,215
34592,"Miami County, Indiana",18,103
8225,"Bracken County, Kentucky",21,023
45046,"Hillsdale County, Michigan",26,059
12959,"Douglas County, Missouri",29,067
106468,"Strafford County, New Hampshire",33,017
16703,"Richland County, North Dakota",38,077
114531,"Lycoming County, Pennsylvania",42,081
16670,"Bosque County, Texas",48,035
21383,"Sanpete County, Utah",49,039
14893,"Bayfield County, Wisconsin",55,007
77547,"Sutter County, California",06,101
60931,"Newton County, Georgia",13,217
106232,"Monroe County, Indiana",18,105
15700,"Breathitt County, Kentucky",21,025
32910,"Houghton County, Michigan",26,061
32443,"Dunklin County, Missouri",29,069
39901,"Sullivan County, New Hampshire",33,019
13512,"Rolette County, North Dakota",38,079
43296,"McKean County, Pennsylvania",42,083
82527,"Bowie County, Texas",48,037
24976,"Uintah County, Utah",49,047
218993,"Brown County, Wisconsin",55,009
739985,"Ventura County, California",06,111
15521,"Pierce County, Georgia",13,229
18992,"Orange County, Indiana",18,117
86575,"Campbell County, Kentucky",21,037
57248,"Isabella County, Michigan",26,073
5250,"Holt County, Missouri",29,087
134173,"Cumberland County, New Jersey",34,011
2258,"Steele County, North Dakota",38,091
256529,"Northampton County, Pennsylvania",42,095
35451,"Brown County, Texas",48,049
88995,"Washington County, Utah",49,053
50913,"Columbia County, Wisconsin",55,021
161145,"Yolo County, California",06,113
13373,"Pike County, Georgia",13,231
21499,"Owen County, Indiana",18,119
5292,"Carlisle County, Kentucky",21,039
148383,"Jackson County, Michigan",26,075
8622,"Harrison County, Missouri",29,081
770844,"Essex County, New Jersey",34,013
20385,"Stutsman County, North Dakota",38,093
90837,"Northumberland County, Pennsylvania",42,097
16365,"Burleson County, Texas",48,051
2502,"Wayne County, Utah",49,055
16568,"Crawford County, Wisconsin",55,023
58885,"Yuba County, California",06,115
37287,"Polk County, Georgia",13,233
16073,"Parke County, Indiana",18,121
9905,"Carroll County, Kentucky",21,041
227463,"Kalamazoo County, Michigan",26,077
21638,"Henry County, Missouri",29,083
249472,"Gloucester County, New Jersey",34,015
2808,"Towner County, North Dakota",38,095
43100,"Perry County, Pennsylvania",42,099
33255,"Burnet County, Texas",48,053
193602,"Weber County, Utah",49,057
410719,"Dane County, Wisconsin",55,025
13971,"Alamosa County, Colorado",08,003
8482,"Pulaski County, Georgia",13,235
17788,"Perry County, Indiana",18,123
26264,"Carter County, Kentucky",21,043
16377,"Kalkaska County, Michigan",26,079
8833,"Hickory County, Missouri",29,085
599525,"Hudson County, New Jersey",34,017
8048,"Traill County, North Dakota",38,097
1462819,"Philadelphia County, Pennsylvania",42,101
30513,"Caldwell County, Texas",48,055
33369,"Addison County, Vermont",50,001
80335,"Dodge County, Wisconsin",55,027
483120,"Arapahoe County, Colorado",08,005
18542,"Putnam County, Georgia",13,237
12665,"Pike County, Indiana",18,125
